Date,Open,High,Low,Close,Adj Close,Volume
2023-09-26,3567.600098,3594.949951,3536.000000,3585.699951,3526.072754,1726062
2023-09-27,3590.000000,3614.000000,3555.699951,3589.300049,3529.613037,1541134
2023-09-28,3600.000000,3602.800049,3527.350098,3536.750000,3477.937012,1755753
2023-09-29,3537.199951,3568.449951,3505.550049,3528.600098,3469.922607,2243791
2023-10-03,3534.199951,3534.199951,3480.100098,3513.850098,3455.417725,1948148
2023-10-04,3486.300049,3548.000000,3477.300049,3537.750000,3478.920166,1788138
2023-10-05,3554.000000,3624.000000,3551.199951,3589.350098,3529.662354,2990768
2023-10-06,3591.000000,3634.949951,3575.050049,3621.399902,3561.179199,2075691
2023-10-09,3645.050049,3679.000000,3631.000000,3638.350098,3577.847656,4233074
2023-10-10,3640.050049,3648.000000,3601.350098,3628.899902,3568.554443,1848148
2023-10-11,3650.000000,3650.000000,3605.000000,3609.899902,3549.870605,2426417
2023-10-12,3575.000000,3588.649902,3538.100098,3542.550049,3483.640869,4241281
2023-10-13,3530.000000,3577.000000,3525.000000,3570.850098,3511.469971,2890357
2023-10-16,3566.000000,3574.649902,3519.100098,3524.050049,3465.448242,1671104
2023-10-17,3530.000000,3534.149902,3503.350098,3507.050049,3448.730957,1672065
2023-10-18,3511.000000,3522.699951,3484.000000,3487.250000,3429.260010,1408245
2023-10-19,3469.500000,3476.850098,3451.899902,3455.649902,3406.978516,1514545
2023-10-20,3450.399902,3499.500000,3444.050049,3494.550049,3445.330566,1481211
2023-10-23,3473.000000,3478.949951,3401.300049,3410.149902,3362.119141,1106272
2023-10-25,3390.500000,3425.000000,3377.199951,3390.100098,3342.351807,1518537
2023-10-26,3368.050049,3373.699951,3330.000000,3336.750000,3289.753174,1984471
2023-10-27,3350.000000,3362.000000,3337.000000,3350.949951,3303.752930,1108851
2023-10-30,3350.000000,3382.850098,3333.750000,3378.550049,3330.964355,910972
2023-10-31,3399.000000,3399.000000,3350.050049,3368.750000,3321.302246,999811
2023-11-01,3355.000000,3371.600098,3311.000000,3330.649902,3283.739014,1563475
2023-11-02,3343.199951,3375.949951,3343.199951,3360.100098,3312.774414,1245384
2023-11-03,3382.000000,3387.899902,3344.300049,3350.899902,3303.703613,1402598
2023-11-06,3375.000000,3392.300049,3359.000000,3380.250000,3332.640381,1099852
2023-11-07,3378.000000,3404.149902,3366.000000,3370.449951,3322.978271,1191144
2023-11-08,3371.449951,3401.949951,3369.550049,3381.550049,3333.922119,992899
2023-11-09,3390.100098,3391.500000,3342.050049,3347.449951,3300.302246,2112352
2023-11-10,3338.000000,3347.449951,3322.350098,3333.449951,3286.499512,1338557
2023-11-13,3356.000000,3356.000000,3327.000000,3331.550049,3284.626465,1030990
2023-11-15,3383.100098,3413.000000,3356.050049,3404.300049,3356.351807,2059802
2023-11-16,3430.050049,3529.350098,3414.199951,3497.850098,3448.583984,3951984
2023-11-17,3497.850098,3524.500000,3492.550049,3502.449951,3453.119385,2021292
2023-11-20,3491.250000,3533.899902,3491.250000,3519.600098,3470.027832,1475621
2023-11-21,3519.600098,3539.050049,3501.000000,3510.199951,3460.760010,1807236
2023-11-22,3500.000000,3532.649902,3481.100098,3530.149902,3480.429199,1798051
2023-11-23,3530.000000,3544.000000,3500.000000,3508.250000,3458.837646,2729804
2023-11-24,3494.250000,3504.550049,3453.000000,3457.100098,3408.408203,1989733
2023-11-28,3457.100098,3481.250000,3433.000000,3470.149902,3421.273926,1689195
2023-11-29,3481.000000,3518.000000,3475.800049,3513.750000,3464.260010,1441634
2023-11-30,3499.449951,3516.649902,3481.000000,3487.600098,3438.478516,3266235
2023-12-01,3500.000000,3516.949951,3490.050049,3511.649902,3462.189453,1172141
2023-12-04,3544.649902,3547.800049,3498.000000,3512.449951,3462.978516,1625213
2023-12-05,3538.000000,3538.000000,3502.800049,3531.600098,3481.858887,1377656
2023-12-06,3532.600098,3612.850098,3525.149902,3604.100098,3553.337646,1896572
2023-12-07,3605.000000,3630.550049,3591.699951,3614.899902,3563.985352,1967653
2023-12-08,3633.000000,3645.000000,3602.050049,3626.699951,3575.619141,1641155
2023-12-11,3622.899902,3653.000000,3615.000000,3642.899902,3591.590820,1102503
2023-12-12,3638.949951,3698.399902,3631.000000,3672.100098,3620.379883,2236866
2023-12-13,3643.550049,3650.000000,3563.000000,3593.550049,3542.936035,3850968
2023-12-14,3630.000000,3678.000000,3627.600098,3667.250000,3615.597900,3290396
2023-12-15,3666.699951,3895.949951,3666.699951,3861.000000,3806.619141,8531230
2023-12-18,3858.100098,3929.000000,3830.149902,3859.199951,3804.844482,2521612
2023-12-19,3845.000000,3855.100098,3790.000000,3816.199951,3762.450195,2004435
2023-12-20,3827.250000,3898.800049,3766.550049,3780.050049,3726.809570,2586083
2023-12-21,3756.250000,3806.699951,3743.350098,3787.500000,3734.154297,1517562
2023-12-22,3800.000000,3845.949951,3762.000000,3824.000000,3770.140381,2413058
2023-12-26,3819.850098,3834.000000,3790.149902,3795.550049,3742.091064,1285231
2023-12-27,3799.000000,3818.199951,3768.000000,3811.199951,3757.520508,1293976
2023-12-28,3824.000000,3838.000000,3792.100098,3799.899902,3746.379639,1682889
2023-12-29,3792.000000,3822.600098,3765.399902,3793.399902,3739.971191,1574996
2024-01-01,3790.000000,3832.000000,3773.000000,3811.100098,3757.422119,825907
